Type,uid,created,Latest,Staff,HWP,Location,HWP,Attendees,Paid,TranTrai,Upload,Time,Bulk,Complex,Task,Online,Team,Self,People,Assign,Coord,TranSamp,WQO,WQC,WQM,WQS
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,18225,09/05/2016,06/03/2017,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sample,16677,18/02/2016,10/05/2017,1,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,2,1,0
Sample,16677,18/02/2016,10/05/2017,1,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,2,1,0
Sample,16677,18/02/2016,10/05/2017,1,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,2,1,0
Sample,19236,01/07/2016,29/07/2016,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,19036,14/06/2016,19/03/2017,0,0,Benue,0,NA,NA,NA,NA,5,4,5,4,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,19036,14/06/2016,19/03/2017,0,0,Benue,0,NA,NA,NA,NA,5,4,5,4,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,19036,14/06/2016,19/03/2017,0,0,Benue,0,NA,NA,NA,NA,5,4,5,4,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,19036,14/06/2016,19/03/2017,0,0,Benue,0,NA,NA,NA,NA,5,4,5,4,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,19036,14/06/2016,19/03/2017,0,0,Benue,0,NA,NA,NA,NA,5,4,5,4,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,19036,14/06/2016,19/03/2017,0,0,Benue,0,NA,NA,NA,NA,5,4,5,4,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,19036,14/06/2016,19/03/2017,0,0,Benue,0,NA,NA,NA,NA,5,4,5,4,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,19026,13/06/2016,04/04/2017,0,0,Poseidomm,0,NA,NA,NA,NA,9,9,9,9,1,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,17935,21/04/2016,11/04/2017,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,17798,13/04/2016,07/04/2017,0,0,Shell,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,3,2,0
Sample,416,14/03/2013,31/03/2017,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,17322,22/03/2016,12/12/2016,1,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,2,1,0
Sample,17322,22/03/2016,12/12/2016,1,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,2,1,0
Sample,16556,15/02/2016,18/01/2017,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,2,0
Sample,16556,15/02/2016,18/01/2017,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,2,0
Sample,3362,05/11/2013,10/02/2017,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,4,1,0
Sample,3362,05/11/2013,10/02/2017,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,4,1,0
Sample,17995,24/04/2016,28/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0
Sample,19237,01/07/2016,06/03/2017,0,1,New York,1,17.375,1,0,0,4,3,4,3,0,1,1,2.5,1,0,0,NA,4,1,0
Sample,19237,01/07/2016,06/03/2017,0,1,New York,1,17.375,1,0,0,4,3,4,3,0,1,1,2.5,1,0,0,NA,4,1,0
Sample,19237,01/07/2016,06/03/2017,0,1,New York,1,17.375,1,0,0,4,3,4,3,0,1,1,2.5,1,0,0,NA,4,1,0
Sample,19237,01/07/2016,06/03/2017,0,1,New York,1,17.375,1,0,0,4,3,4,3,0,1,1,2.5,1,0,0,NA,4,1,0
Sample,11600,17/04/2015,30/09/2016,0,0,shell,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,17969,22/04/2016,11/02/2017,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0
Sample,17709,07/04/2016,13/11/2016,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,17709,07/04/2016,13/11/2016,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,17709,07/04/2016,13/11/2016,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,17709,07/04/2016,13/11/2016,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,6439,17/06/2014,06/03/2017,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,1,1,0
Sample,6439,17/06/2014,06/03/2017,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,1,1,0
Sample,6439,17/06/2014,06/03/2017,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,1,1,0
Sample,6439,17/06/2014,06/03/2017,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,1,1,0
Sample,17709,07/04/2016,13/11/2016,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,19290,18/07/2016,15/03/2017,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,19195,22/06/2016,02/05/2017,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,7933,01/10/2014,08/05/2017,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,4,1,0
Sample,7933,01/10/2014,08/05/2017,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,4,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,677,07/04/2013,26/01/2017,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,1,1,0
Sample,3466,13/11/2013,28/12/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,3466,13/11/2013,28/12/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,3466,13/11/2013,28/12/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,3466,13/11/2013,28/12/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,3466,13/11/2013,28/12/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,3466,13/11/2013,28/12/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,3466,13/11/2013,28/12/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,3466,13/11/2013,28/12/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,3466,13/11/2013,28/12/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,3466,13/11/2013,28/12/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,3466,13/11/2013,28/12/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,14717,08/10/2015,06/04/2017,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,931,25/04/2013,17/10/2016,0,1,Toronto,1,22.8,0,0,0,7,6,7,6,0,1,1,2.5,1,0,0,NA,1,1,0
Sample,5475,08/05/2014,10/04/2017,0,0,shell,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,5475,08/05/2014,10/04/2017,0,0,shell,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,7072,06/08/2014,28/04/2017,0,0,FreshWater Watch,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sample,19290,18/07/2016,15/03/2017,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,1994,20/08/2013,27/04/2017,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,1994,20/08/2013,27/04/2017,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,1994,20/08/2013,27/04/2017,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,1994,20/08/2013,27/04/2017,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,1994,20/08/2013,27/04/2017,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,1994,20/08/2013,27/04/2017,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,1994,20/08/2013,27/04/2017,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,1994,20/08/2013,27/04/2017,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,1994,20/08/2013,27/04/2017,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,17816,15/04/2016,09/11/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,16860,01/03/2016,06/03/2017,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,3,2,0
Sample,6050,02/06/2014,19/03/2017,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,12342,29/05/2015,14/03/2017,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,2,0
Sample,16949,04/03/2016,07/11/2016,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,6050,02/06/2014,19/03/2017,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,19091,17/06/2016,29/07/2016,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,3,2,0
Sample,19085,17/06/2016,29/07/2016,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,3,1,0
Sample,6451,17/06/2014,22/10/2016,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,3,1,0
Sample,19033,13/06/2016,16/02/2017,0,0,Poseidomm,0,NA,NA,NA,NA,9,9,9,9,1,NA,NA,NA,NA,NA,NA,NA,1,1,0
Sample,7936,01/10/2014,09/02/2017,0,1,New York,1,17.375,1,0,0,4,3,4,3,0,1,1,2.5,1,0,0,NA,4,1,0
Sample,16677,18/02/2016,10/05/2017,1,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,2,1,0
Sample,19283,15/07/2016,12/01/2017,0,0,Blitz Trained,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
