Number,uid,name,Staff,HWP,Location,HWP.1,Attendees,Paid,TranTrai,Upload,Time,Bulk,Complex,Task,Online,Team,Self,People,Assign,Coord,TranSamp,TimeSamp,WQO,WQC,WQM,WQS,created,access,login,Latest,ActivePeriod,Years,Blog,Comment,Footprint,Forum,Invite,InviteAccepted,Pres,Quiz,Sample,Share,PCA1_Difficulty,Uploaded,Sample_bi,Super_user
10889,4068,maverickleung,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,NA,3,1,0,06/02/2014,04/12/2014,04/12/2014,04/12/2014,301,0.82,0,0,0,0,0,0,0,2,9,0,1.5018,01-Oct,1,0
10890,7336,Buffalo,0,1,Buffalo,1,19.625,1,0,0,4,2,2,5,0,1,1,2.5,1,0,0,NA,NA,NA,NA,NA,29/08/2014,26/06/2015,26/06/2015,26/06/2015,301,0.82,0,0,0,0,0,0,0,0,0,0,-0.158,0,0,0
10891,8937,amrithamusic,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/11/2014,08/09/2015,08/09/2015,08/09/2015,301,0.82,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
10892,15546,Stroud School,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/11/2015,19/09/2016,27/11/2015,19/09/2016,301,0.82,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
10893,15548,Szkoła Podstawowa,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/11/2015,19/09/2016,15/04/2016,19/09/2016,301,0.82,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
10894,15549,OGS Katholische Grundschule,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/11/2015,19/09/2016,31/12/1969,19/09/2016,301,0.82,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
10895,18225,Les.Warren,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/05/2016,06/03/2017,05/10/2016,06/03/2017,301,0.82,0,0,0,0,0,0,0,2,1,0,-0.7625,01-Oct,1,0
10896,7219,Sigrid Wolf,0,0,HSBC,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,20/08/2014,18/06/2015,18/06/2015,18/06/2015,302,0.83,0,0,0,0,0,0,0,1,3,0,-0.7625,01-Oct,1,0
10897,12367,bodonnell,0,1,Buffalo,1,19.625,1,0,0,4,2,2,5,0,1,1,2.5,1,0,0,NA,NA,1,1,0,01/06/2015,30/03/2016,30/03/2016,30/03/2016,303,0.83,0,1,0,0,0,0,0,1,3,0,-0.158,01-Oct,1,0
10898,1726,joviniano.p.silva,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,4,1,0,23/07/2013,22/05/2014,04/08/2013,22/05/2014,303,0.83,0,0,0,0,0,0,0,1,1,0,0.971,01-Oct,1,0
10899,1732,ronivaldo.d.goncalves,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,4,1,0,23/07/2013,22/05/2014,23/12/2013,22/05/2014,303,0.83,0,0,0,0,0,0,0,1,1,0,0.971,01-Oct,1,0
10900,3560,paulakeleghar,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/11/2013,25/09/2014,25/09/2014,25/09/2014,303,0.83,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
10901,2500,Judy_YH_Lee,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,NA,2,1,0,17/09/2013,18/07/2014,18/07/2014,18/07/2014,304,0.83,0,0,0,0,0,0,0,2,7,0,0.0337,01-Oct,1,0
10902,11063,francisco.berisso,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,NA,2,2,0,23/03/2015,21/01/2016,21/01/2016,21/01/2016,304,0.83,0,0,0,0,0,0,0,1,2,0,1.8668,01-Oct,1,0
10903,12515,gillian.mapp,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,05/06/2015,04/04/2016,04/04/2016,04/04/2016,304,0.83,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
10904,12628,leanne1.smith,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/06/2015,10/04/2016,10/04/2016,10/04/2016,304,0.83,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
10905,18679,cathy_kan,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,NA,2,1,0,17/05/2016,17/03/2017,12/03/2017,17/03/2017,304,0.83,0,0,0,0,0,0,0,1,1,0,0.0337,01-Oct,1,0
10906,8498,arethuza.nascimento,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,1,1,0,22/10/2014,23/08/2015,23/08/2015,23/08/2015,305,0.84,0,0,0,0,0,0,0,1,2,0,0.971,01-Oct,1,0
10907,15307,rajeshchaturvedi,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,28/10/2015,28/08/2016,28/08/2016,28/08/2016,305,0.84,0,0,0,0,0,0,0,3,2,0,-0.4971,01-Oct,1,0
10908,4814,george.pon,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,3,1,0,26/03/2014,26/01/2015,26/01/2015,26/01/2015,306,0.84,0,0,0,0,14,1,0,2,5,0,0.971,01-Oct,1,0
10909,15499,ineuropa,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/11/2015,19/09/2016,09/12/2015,19/09/2016,306,0.84,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
10910,15502,Scuola Primaria G. Carducci,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/11/2015,19/09/2016,22/03/2016,19/09/2016,306,0.84,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
10911,5607,deepti.pramod.deshpande,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/05/2014,18/03/2015,18/03/2015,18/03/2015,307,0.84,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
10912,15489,Szkoła Podstawowa nr 3 im. Orła Białego w Biskupcu,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/11/2015,19/09/2016,11/02/2016,19/09/2016,307,0.84,0,0,0,0,0,0,0,4,0,0,-0.7625,0,0,0
10913,19169,marcocretti,0,0,Poseidomm,0,NA,NA,NA,NA,9,9,9,9,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,22/06/2016,25/04/2017,25/04/2017,25/04/2017,307,0.84,0,0,0,0,0,0,0,1,1,0,1.3607,01-Oct,1,0
10914,2532,julie.rizzo,0,1,Buffalo,1,19.625,1,0,0,4,2,2,5,0,1,1,2.5,1,0,0,NA,NA,NA,NA,NA,17/09/2013,22/07/2014,22/07/2014,22/07/2014,308,0.84,0,0,0,0,0,0,0,1,0,0,-0.158,0,0,0
10915,4599,karenlarcombe,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,1,1,0,10/03/2014,12/01/2015,12/01/2015,12/01/2015,308,0.84,0,0,0,0,0,0,0,2,6,0,-0.7625,01-Oct,1,0
10916,5695,margaretspooner,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,1,1,0,16/05/2014,20/03/2015,20/03/2015,20/03/2015,308,0.84,0,0,0,0,0,0,0,1,1,0,-0.7625,01-Oct,1,0
10917,7870,laura.x.mahoney,0,1,New York,1,17.375,1,0,0,4,3,4,3,0,1,1,2.5,1,0,0,NA,NA,3,1,0,29/09/2014,03/08/2015,03/08/2015,03/08/2015,308,0.84,0,0,0,0,0,0,0,2,4,0,-0.1132,01-Oct,1,0
10918,12316,sabrina.sherry,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,29/05/2015,01/04/2016,01/04/2016,01/04/2016,308,0.84,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
10919,15959,nika.a3,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/01/2016,09/11/2016,06/04/2016,09/11/2016,308,0.84,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
10920,4809,acmendes,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,1,2,0,26/03/2014,29/01/2015,29/01/2015,29/01/2015,309,0.85,0,0,0,0,0,0,0,1,2,0,0.971,01-Oct,1,0
10921,14241,Brent Catchment Partnership,0,0,Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,15/09/2015,20/07/2016,04/07/2016,20/07/2016,309,0.85,0,0,0,0,0,0,0,0,8,0,-1.0279,01-Oct,1,0
10922,2042,Sam,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/08/2013,02/07/2014,02/07/2014,02/07/2014,310,0.85,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
10923,7700,chongsianglaw,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,NA,4,1,0,18/09/2014,25/07/2015,25/07/2015,25/07/2015,310,0.85,0,0,0,0,0,0,0,0,8,0,-0.4971,01-Oct,1,0
10924,14781,renata.redi,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,1,1,0,09/10/2015,14/08/2016,14/08/2016,14/08/2016,310,0.85,0,0,0,0,0,0,0,0,4,0,0.971,01-Oct,1,0
10925,5998,arika.shin,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,NA,NA,NA,NA,30/05/2014,06/04/2015,06/04/2015,06/04/2015,311,0.85,0,0,0,0,0,0,0,0,0,0,1.2491,0,0,0
10926,12320,helene.mathiot-price,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,1,2,0,29/05/2015,05/04/2016,05/04/2016,05/04/2016,312,0.85,0,0,0,0,0,0,0,1,6,0,-0.7625,01-Oct,1,0
10927,2447,raquel.rogenski,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,1,1,0,12/09/2013,22/07/2014,22/07/2014,22/07/2014,313,0.86,0,0,0,0,0,0,0,2,8,0,0.971,01-Oct,1,0
10928,3610,ruchi.p93,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,02/12/2013,11/10/2014,11/10/2014,11/10/2014,313,0.86,0,0,0,0,0,0,0,1,1,0,0.11,01-Oct,1,0
10929,4066,amyngo,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,NA,NA,NA,NA,06/02/2014,16/12/2014,16/12/2014,16/12/2014,313,0.86,0,0,0,0,0,0,0,2,0,0,1.5018,0,0,0
10930,4857,Sumona Ganguli,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/04/2014,09/02/2015,08/02/2015,09/02/2015,314,0.86,0,1,0,0,0,0,0,0,0,0,-0.7625,0,0,0
10931,894,sanjay.raju,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,NA,NA,NA,NA,23/04/2013,03/03/2014,03/03/2014,03/03/2014,314,0.86,0,0,0,0,0,0,0,0,0,0,0.0337,0,0,0
10932,4693,Fabiane Vieira,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/03/2014,28/01/2015,16/07/2014,28/01/2015,314,0.86,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
10933,12113,daniel.d.godoy,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,4,1,0,15/05/2015,24/03/2016,24/03/2016,24/03/2016,314,0.86,0,0,0,0,0,0,0,0,3,0,0.971,01-Oct,1,0
10934,14156,Ruta Akelyte,0,0,Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,13/09/2015,23/07/2016,23/07/2016,23/07/2016,314,0.86,0,0,0,0,0,0,0,0,5,0,-1.0279,01-Oct,1,0
10935,19195,cesar554,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,22/06/2016,02/05/2017,02/05/2017,02/05/2017,314,0.86,0,0,1,0,0,0,0,1,7,0,-0.4971,01-Oct,1,0
10936,2418,jerome.parravano,0,1,Paris,1,19.07142857,1,0,0,2,2,2,2,0,0,0,1,0,1,0,NA,NA,1,1,0,12/09/2013,24/07/2014,24/07/2014,24/07/2014,315,0.86,0,0,0,0,0,0,0,1,1,0,-0.4971,01-Oct,1,0
10937,7987,emile.imaed,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/10/2014,17/08/2015,17/08/2015,17/08/2015,315,0.86,0,0,0,0,0,0,0,2,0,0,-0.7625,0,0,0
10938,19003,Andrew9,0,0,Poseidomm,0,NA,NA,NA,NA,9,9,9,9,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,09/06/2016,20/04/2017,01/04/2017,20/04/2017,315,0.86,0,0,0,0,0,0,0,1,8,0,1.3607,01-Oct,1,0
10939,870,katia.r.rodrigues,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,1,1,0,18/04/2013,28/02/2014,28/02/2014,28/02/2014,316,0.87,0,0,0,0,0,0,0,2,5,0,0.971,01-Oct,1,0
10940,5082,tengli_ten,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,3,1,0,15/04/2014,26/02/2015,26/02/2015,26/02/2015,317,0.87,0,0,0,0,0,0,0,1,10,0,2.275,10+,1,0
10941,12207,patricia.wimart,0,1,Paris,1,19.07142857,1,0,0,2,2,2,2,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,20/05/2015,01/04/2016,01/04/2016,01/04/2016,317,0.87,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
10942,13415,florencia.saralegui,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,NA,1,1,0,10/08/2015,22/06/2016,22/06/2016,22/06/2016,317,0.87,0,0,0,0,0,0,0,1,3,0,1.8668,01-Oct,1,0
10943,14943,4240.germano,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,4,1,0,14/10/2015,26/08/2016,26/08/2016,26/08/2016,317,0.87,0,0,0,0,0,0,0,0,5,0,0.971,01-Oct,1,0
10944,12128,zeng,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,NA,3,1,0,17/05/2015,30/03/2016,30/03/2016,30/03/2016,318,0.87,0,0,0,0,0,0,0,0,2,0,-0.2317,01-Oct,1,0
10945,14150,David Gasca,0,0,Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,13/09/2015,27/07/2016,15/05/2016,27/07/2016,318,0.87,0,0,0,0,0,0,0,0,19,0,-1.0279,10+,1,0
10946,2888,raidhghu,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,1,1,0,11/10/2013,26/08/2014,24/07/2014,26/08/2014,319,0.87,0,0,0,0,0,0,0,5,20,0,2.275,10+,1,0
10947,4006,mayu.avila,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,1,2,0,31/01/2014,16/12/2014,16/12/2014,16/12/2014,319,0.87,0,0,0,0,0,0,0,2,3,0,0.0279,01-Oct,1,0
10948,14912,vmarques,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,3,1,0,14/10/2015,28/08/2016,28/08/2016,28/08/2016,319,0.87,0,0,0,0,0,0,0,1,3,0,0.971,01-Oct,1,0
10949,15398,Ridgeway Primary School,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/11/2015,19/09/2016,19/11/2015,19/09/2016,319,0.87,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
10950,12183,malik.zemmam,0,1,Paris,1,19.07142857,1,0,0,2,2,2,2,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,20/05/2015,04/04/2016,04/04/2016,04/04/2016,320,0.88,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
10951,12800,debora.ruvinski,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,2,1,0,18/06/2015,04/05/2016,04/05/2016,04/05/2016,321,0.88,0,0,0,0,0,0,0,2,3,0,0.971,01-Oct,1,0
10952,14082,Amanda Ingham,0,0,Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,10/09/2015,27/07/2016,26/04/2016,27/07/2016,321,0.88,0,0,0,0,0,0,0,0,30,0,-1.0279,10+,1,0
10953,18306,zoe,0,0,Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/05/2016,29/03/2017,05/07/2016,29/03/2017,321,0.88,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
10954,18579,charlotte.kuhn,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,17/05/2016,03/04/2017,03/04/2017,03/04/2017,321,0.88,0,0,0,0,0,0,0,1,2,0,-0.7625,01-Oct,1,0
10955,19178,lmiguel,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,22/06/2016,09/05/2017,06/05/2017,09/05/2017,321,0.88,0,0,1,0,0,0,0,1,15,0,-0.4971,10+,1,0
10956,2141,lihua.dai,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,NA,NA,NA,NA,04/09/2013,23/07/2014,31/12/1969,23/07/2014,322,0.88,0,0,0,0,0,0,0,0,0,0,-0.2317,0,0,0
10957,2502,Shirley_Siaw,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,NA,NA,NA,NA,17/09/2013,05/08/2014,05/08/2014,05/08/2014,322,0.88,0,0,0,0,0,0,0,2,0,0,0.0337,0,0,0
10958,8923,ihills,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,10/11/2014,28/09/2015,27/09/2015,28/09/2015,322,0.88,0,0,0,0,0,0,0,0,1,0,-1.0279,01-Oct,1,0
10959,15895,Zespół Szkół nr 16 STO,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/12/2015,09/11/2016,15/03/2016,09/11/2016,322,0.88,0,0,0,0,0,0,0,3,0,0,-0.7625,0,0,0
10960,16696,a.alhusaini,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/02/2016,10/01/2017,13/03/2016,10/01/2017,322,0.88,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
10961,2394,vicky.i.patzer,0,1,Chicago,1,18.5,1,1,0,4,2,2,5,0,1,1,2.5,1,0,0,NA,NA,2,1,0,11/09/2013,31/07/2014,31/07/2014,31/07/2014,323,0.88,0,0,0,0,0,0,0,1,2,0,-0.158,01-Oct,1,0
10962,5951,bruce.greenhalgh,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,29/05/2014,17/04/2015,17/04/2015,17/04/2015,323,0.88,0,0,0,0,0,0,0,2,1,0,-0.4971,01-Oct,1,0
10963,14970,Samantha.brook,0,0,Shell Hague,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,15/10/2015,02/09/2016,09/08/2016,02/09/2016,323,0.88,0,0,0,0,0,0,0,1,8,0,-0.4971,01-Oct,1,0
10964,14758,gmocelin,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,3,1,0,09/10/2015,28/08/2016,28/08/2016,28/08/2016,324,0.89,0,0,0,0,0,0,0,1,1,0,0.971,01-Oct,1,0
10965,15068,GAP,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,20/10/2015,08/09/2016,23/03/2016,08/09/2016,324,0.89,0,0,0,0,0,0,0,2,12,0,-0.7625,10+,1,0
10966,19136,Lizzie Baker,0,0,Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,18/06/2016,08/05/2017,08/05/2017,08/05/2017,324,0.89,0,0,0,0,0,0,0,0,3,0,-1.0279,01-Oct,1,0
10967,19137,blenkironla,0,0,Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,19/06/2016,09/05/2017,09/05/2017,09/05/2017,324,0.89,0,0,0,0,0,0,0,0,2,0,-1.0279,01-Oct,1,0
10968,11465,Yeslielmip,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,NA,2,1,0,15/04/2015,05/03/2016,05/03/2016,05/03/2016,325,0.89,0,0,0,0,0,0,0,1,13,0,1.5018,10+,1,0
10969,14810,Pauline Champness,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,11/10/2015,31/08/2016,29/08/2016,31/08/2016,325,0.89,0,0,0,0,0,0,0,1,4,0,-1.0279,01-Oct,1,0
10970,19099,Noel Banks,0,0,Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,17/06/2016,08/05/2017,05/05/2017,08/05/2017,325,0.89,0,0,0,0,0,0,0,0,3,0,-1.0279,01-Oct,1,0
10971,19107,Bisshere,0,0,Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,17/06/2016,08/05/2017,08/05/2017,08/05/2017,325,0.89,0,0,0,0,0,0,0,0,2,0,-1.0279,01-Oct,1,0
10972,874,ngarcia,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,2,1,0,18/04/2013,10/03/2014,10/03/2014,10/03/2014,326,0.89,0,0,0,0,0,0,0,0,14,0,0.971,10+,1,0
10973,8130,sebastian.j.olano,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,NA,1,1,0,10/10/2014,01/09/2015,01/09/2015,01/09/2015,326,0.89,0,0,0,0,0,0,0,0,7,0,1.8668,01-Oct,1,0
10974,14307,audrey.deshayes,0,1,Paris,1,19.07142857,1,0,0,2,2,2,2,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,16/09/2015,07/08/2016,22/12/2015,07/08/2016,326,0.89,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
10975,5769,abhilash1205,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,21/05/2014,13/04/2015,13/04/2015,13/04/2015,327,0.9,0,0,0,0,0,0,0,2,2,0,-0.4971,01-Oct,1,0
10976,17802,Simone.Dumschat,0,0,Shell,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,13/04/2016,06/03/2017,01/10/2016,06/03/2017,327,0.9,0,0,0,0,0,0,0,1,5,0,-0.4971,01-Oct,1,0
10977,2314,omar.gonzalez,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,NA,3,1,0,10/09/2013,04/08/2014,04/08/2014,04/08/2014,328,0.9,0,0,0,0,0,0,0,3,3,0,1.8668,01-Oct,1,0
10979,10762,elisangela.o.rodrigues,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,2,1,0,11/03/2015,03/02/2016,17/01/2016,03/02/2016,329,0.9,0,2,0,0,1,0,0,1,3,0,0.971,01-Oct,1,0
10980,7347,sharon_wilks,0,1,Toronto,1,22.8,0,0,0,7,6,7,6,0,1,1,2.5,1,0,0,NA,NA,3,1,0,02/09/2014,28/07/2015,28/07/2015,28/07/2015,329,0.9,0,0,0,0,0,0,0,5,6,0,0.683,01-Oct,1,0
10981,12003,michelle.d.dessoye,0,1,Buffalo,1,19.625,1,0,0,4,2,2,5,0,1,1,2.5,1,0,0,NA,NA,NA,NA,NA,07/05/2015,31/03/2016,31/03/2016,31/03/2016,329,0.9,0,0,0,0,0,0,0,2,0,0,-0.158,0,0,0
10982,12401,steven_purcell,0,1,Toronto,1,22.8,0,0,0,7,6,7,6,0,1,1,2.5,1,0,0,NA,NA,3,1,0,02/06/2015,26/04/2016,26/04/2016,26/04/2016,329,0.9,0,0,0,0,0,0,0,4,3,0,0.683,01-Oct,1,0
10983,17750,Marta,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,11/04/2016,06/03/2017,05/05/2016,06/03/2017,329,0.9,0,0,0,0,0,0,0,2,4,0,-0.7625,01-Oct,1,0
10984,13352,nivetha71,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,NA,1,1,0,03/08/2015,28/06/2016,28/06/2016,28/06/2016,330,0.9,0,0,0,0,0,0,0,2,2,0,1.2491,01-Oct,1,0
10985,19013,giampiero,0,0,Poseidomm,0,NA,NA,NA,NA,9,9,9,9,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,10/06/2016,06/05/2017,06/05/2017,06/05/2017,330,0.9,0,0,1,0,0,0,0,1,8,0,1.3607,01-Oct,1,0
